,Date,TD1,TD1New
808,2018-09-14,,188.0
809,2018-09-15,,187.5
810,2018-09-16,,187.0
811,2018-09-17,,186.5
812,2018-09-18,,186.0
813,2018-09-19,,185.5
814,2018-09-20,,185.0
815,2018-09-21,,184.5
816,2018-09-22,,184.0
817,2018-09-23,,183.5
818,2018-09-24,,183.0
819,2018-09-25,,182.5
820,2018-09-26,,182.0
821,2018-09-27,,181.5
822,2018-09-28,,181.0
823,2018-09-29,,180.5
824,2018-09-30,,180.0
825,2018-10-01,,179.5
826,2018-10-02,,179.0
827,2018-10-03,,178.5
828,2018-10-04,178.0,178.0
829,2018-10-05,,177.82142857142858
830,2018-10-06,,177.64285714285714
831,2018-10-07,,177.46428571428572
832,2018-10-08,,177.28571428571428
833,2018-10-09,,177.10714285714286
834,2018-10-10,,176.92857142857142
835,2018-10-11,,176.75
836,2018-10-12,,176.57142857142858
837,2018-10-13,,176.39285714285714
838,2018-10-14,,176.21428571428572
839,2018-10-15,,176.03571428571428
840,2018-10-16,,175.85714285714286
841,2018-10-17,,175.67857142857142
842,2018-10-18,,175.5
843,2018-10-19,,175.32142857142858
844,2018-10-20,,175.14285714285714
845,2018-10-21,,174.96428571428572
846,2018-10-22,,174.78571428571428
847,2018-10-23,,174.60714285714286
848,2018-10-24,,174.42857142857142
849,2018-10-25,,174.25
850,2018-10-26,,174.07142857142858
851,2018-10-27,,173.89285714285714
852,2018-10-28,,173.71428571428572
853,2018-10-29,,173.53571428571428
854,2018-10-30,,173.35714285714286
855,2018-10-31,,173.17857142857142
856,2018-11-01,173.0,173.0
857,2018-11-02,,173.10256410256412
858,2018-11-03,,173.2051282051282
859,2018-11-04,,173.30769230769232
860,2018-11-05,,173.4102564102564
861,2018-11-06,,173.51282051282053
862,2018-11-07,,173.6153846153846
863,2018-11-08,,173.71794871794873
864,2018-11-09,,173.82051282051282
865,2018-11-10,,173.92307692307693
866,2018-11-11,,174.02564102564102
867,2018-11-12,,174.12820512820514
868,2018-11-13,,174.23076923076923
869,2018-11-14,,174.33333333333334
870,2018-11-15,,174.43589743589743
871,2018-11-16,,174.53846153846155
872,2018-11-17,,174.64102564102564
873,2018-11-18,,174.74358974358975
874,2018-11-19,,174.84615384615384
875,2018-11-20,,174.94871794871796
876,2018-11-21,,175.05128205128204
877,2018-11-22,,175.15384615384616
878,2018-11-23,,175.25641025641025
879,2018-11-24,,175.35897435897436
880,2018-11-25,,175.46153846153845
881,2018-11-26,,175.56410256410257
882,2018-11-27,,175.66666666666666
883,2018-11-28,,175.76923076923077
884,2018-11-29,,175.87179487179486
885,2018-11-30,,175.97435897435898
886,2018-12-01,,176.07692307692307
887,2018-12-02,,176.17948717948718
888,2018-12-03,,176.28205128205127
889,2018-12-04,,176.3846153846154
890,2018-12-05,,176.48717948717947
891,2018-12-06,,176.5897435897436
892,2018-12-07,,176.69230769230768
893,2018-12-08,,176.7948717948718
894,2018-12-09,,176.89743589743588
895,2018-12-10,177.0,177.0
896,2018-12-11,,176.5
897,2018-12-12,,176.0
898,2018-12-13,,175.5
899,2018-12-14,,175.0
900,2018-12-15,,174.5
901,2018-12-16,,174.0
902,2018-12-17,,173.5
903,2018-12-18,,173.0
904,2018-12-19,,172.5
905,2018-12-20,,172.0
906,2018-12-21,,171.5
907,2018-12-22,,171.0
908,2018-12-23,,170.5
909,2018-12-24,,170.0
910,2018-12-25,,169.5
911,2018-12-26,,169.0
912,2018-12-27,,168.5
913,2018-12-28,,168.0
914,2018-12-29,,167.5
915,2018-12-30,,167.0
916,2018-12-31,,166.5
917,2019-01-01,,166.0
918,2019-01-02,,165.5
919,2019-01-03,165.0,165.0
920,2019-01-04,,165.06521739130434
921,2019-01-05,,165.1304347826087
922,2019-01-06,,165.19565217391303
923,2019-01-07,,165.2608695652174
924,2019-01-08,,165.32608695652175
925,2019-01-09,,165.3913043478261
926,2019-01-10,,165.45652173913044
927,2019-01-11,,165.52173913043478
928,2019-01-12,,165.58695652173913
929,2019-01-13,,165.65217391304347
930,2019-01-14,,165.7173913043478
931,2019-01-15,,165.7826086956522
932,2019-01-16,,165.84782608695653
933,2019-01-17,,165.91304347826087
934,2019-01-18,,165.97826086956522
935,2019-01-19,,166.04347826086956
936,2019-01-20,,166.1086956521739
937,2019-01-21,,166.17391304347825
938,2019-01-22,,166.2391304347826
939,2019-01-23,,166.30434782608697
940,2019-01-24,,166.3695652173913
941,2019-01-25,,166.43478260869566
942,2019-01-26,,166.5
943,2019-01-27,,166.56521739130434
944,2019-01-28,,166.6304347826087
945,2019-01-29,,166.69565217391303
946,2019-01-30,,166.7608695652174
947,2019-01-31,,166.82608695652175
948,2019-02-01,,166.8913043478261
949,2019-02-02,,166.95652173913044
950,2019-02-03,,167.02173913043478
951,2019-02-04,,167.08695652173913
952,2019-02-05,,167.15217391304347
953,2019-02-06,,167.2173913043478
954,2019-02-07,,167.2826086956522
955,2019-02-08,,167.34782608695653
956,2019-02-09,,167.41304347826087
957,2019-02-10,,167.47826086956522
958,2019-02-11,,167.54347826086956
959,2019-02-12,,167.6086956521739
960,2019-02-13,,167.67391304347825
961,2019-02-14,,167.7391304347826
962,2019-02-15,,167.80434782608697
963,2019-02-16,,167.8695652173913
964,2019-02-17,,167.93478260869566
965,2019-02-18,168.0,168.0
966,2019-02-19,,167.92857142857142
967,2019-02-20,,167.85714285714286
968,2019-02-21,,167.78571428571428
969,2019-02-22,,167.71428571428572
970,2019-02-23,,167.64285714285714
971,2019-02-24,,167.57142857142858
972,2019-02-25,,167.5
973,2019-02-26,,167.42857142857142
974,2019-02-27,,167.35714285714286
975,2019-02-28,,167.28571428571428
976,2019-03-01,,167.21428571428572
977,2019-03-02,,167.14285714285714
978,2019-03-03,,167.07142857142858
979,2019-03-04,167.0,167.0
980,2019-03-05,,167.46428571428572
981,2019-03-06,,167.92857142857142
982,2019-03-07,,168.39285714285714
983,2019-03-08,,168.85714285714286
984,2019-03-09,,169.32142857142858
985,2019-03-10,,169.78571428571428
986,2019-03-11,,170.25
987,2019-03-12,,170.71428571428572
988,2019-03-13,,171.17857142857142
989,2019-03-14,,171.64285714285714
990,2019-03-15,,172.10714285714286
991,2019-03-16,,172.57142857142858
992,2019-03-17,,173.03571428571428
993,2019-03-18,,173.5
994,2019-03-19,,173.96428571428572
995,2019-03-20,,174.42857142857142
996,2019-03-21,,174.89285714285714
997,2019-03-22,,175.35714285714286
998,2019-03-23,,175.82142857142858
999,2019-03-24,,176.28571428571428
1000,2019-03-25,,176.75
1001,2019-03-26,,177.21428571428572
1002,2019-03-27,,177.67857142857142
1003,2019-03-28,,178.14285714285714
1004,2019-03-29,,178.60714285714286
1005,2019-03-30,,179.07142857142858
1006,2019-03-31,,179.53571428571428
1007,2019-04-01,180.0,180.0
1008,2019-04-02,,180.1315789473684
1009,2019-04-03,,180.26315789473685
1010,2019-04-04,,180.39473684210526
1011,2019-04-05,,180.52631578947367
1012,2019-04-06,,180.6578947368421
1013,2019-04-07,,180.78947368421052
1014,2019-04-08,,180.92105263157896
1015,2019-04-09,,181.05263157894737
1016,2019-04-10,,181.18421052631578
1017,2019-04-11,,181.31578947368422
1018,2019-04-12,,181.44736842105263
1019,2019-04-13,,181.57894736842104
1020,2019-04-14,,181.71052631578948
1021,2019-04-15,,181.8421052631579
1022,2019-04-16,,181.97368421052633
1023,2019-04-17,,182.10526315789474
1024,2019-04-18,,182.23684210526315
1025,2019-04-19,,182.3684210526316
1026,2019-04-20,,182.5
1027,2019-04-21,,182.6315789473684
1028,2019-04-22,,182.76315789473685
1029,2019-04-23,,182.89473684210526
1030,2019-04-24,,183.02631578947367
1031,2019-04-25,,183.1578947368421
1032,2019-04-26,,183.28947368421052
1033,2019-04-27,,183.42105263157896
1034,2019-04-28,,183.55263157894737
1035,2019-04-29,,183.68421052631578
1036,2019-04-30,,183.81578947368422
1037,2019-05-01,,183.94736842105263
1038,2019-05-02,,184.07894736842104
1039,2019-05-03,,184.21052631578948
1040,2019-05-04,,184.3421052631579
1041,2019-05-05,,184.47368421052633
1042,2019-05-06,,184.60526315789474
1043,2019-05-07,,184.73684210526315
1044,2019-05-08,,184.8684210526316
1045,2019-05-09,185.0,185.0
1046,2019-05-10,,184.9375
1047,2019-05-11,,184.875
1048,2019-05-12,,184.8125
1049,2019-05-13,,184.75
1050,2019-05-14,,184.6875
1051,2019-05-15,,184.625
1052,2019-05-16,,184.5625
1053,2019-05-17,,184.5
1054,2019-05-18,,184.4375
1055,2019-05-19,,184.375
1056,2019-05-20,,184.3125
1057,2019-05-21,,184.25
1058,2019-05-22,,184.1875
1059,2019-05-23,,184.125
1060,2019-05-24,,184.0625
1061,2019-05-25,,184.0
1062,2019-05-26,,183.9375
1063,2019-05-27,,183.875
1064,2019-05-28,,183.8125
1065,2019-05-29,,183.75
1066,2019-05-30,,183.6875
1067,2019-05-31,,183.625
1068,2019-06-01,,183.5625
1069,2019-06-02,,183.5
1070,2019-06-03,,183.4375
1071,2019-06-04,,183.375
1072,2019-06-05,,183.3125
1073,2019-06-06,,183.25
1074,2019-06-07,,183.1875
1075,2019-06-08,,183.125
1076,2019-06-09,,183.0625
1077,2019-06-10,183.0,183.0
